review_id,user_stars,user_review_count,user_useful,business_stars,business_review_count,unigram,class
KUpwkKb7sue22o__HLilow,3.62,359,79,4.0,188,4.0,4.0
p9q6dgpCH05Avd4CKmumEA,3.62,359,79,3.5,67,3.0,3.0
FJ9jp3rPcCS4tkZvoT5dvQ,3.62,359,79,3.0,7,3.0,3.0
-Vu9tjKD7HnsaJ-yJ53ERw,3.62,359,79,3.5,100,4.0,4.0
u6VLigczpFn3fABwCgpR4g,3.62,359,79,2.0,11,1.0,1.0
7jBHwFoSYS17myOGbKJH-A,3.62,359,79,4.0,134,4.0,4.0
IkZgPqgwKSuQFAf4s0Z21g,3.62,359,79,3.0,58,3.999999999884764,4.0
NVs7mYKjNr-GfH-uHtZ23g,3.62,359,79,4.0,68,4.0,4.0
yUTiGBWhDaXUN0FRlQ9VUg,3.62,359,79,4.0,322,4.0,4.0
hkyyWaX-EMiIkvyu1zOBlA,5.0,1,9,5.0,4,5.0,5.0
JN0tmjiksWfr4i2NIFuPXw,1.8,2,1,3.0,225,1.0,1.0
KJZH2KCdX4PcsbY9k8wuyQ,4.54,47,0,4.5,105,4.0,4.0
JX-fBn2d8sAN-wwUSe9elA,4.54,47,0,3.0,12,3.9999999999995355,4.0
DIqlihd_XYHbTa-rF1jbqQ,4.54,47,0,4.5,5,4.0,4.0
bifEpGC-8TE19JPZwn-Rpw,4.54,47,0,4.5,28,4.9999999999805365,5.0
nsThIz_-TuvgoFh0o9XJfQ,4.54,47,0,4.0,191,5.0,5.0
BF0ANB54sc_f-3_howQBCg,1.0,6,0,3.5,103,1.0,1.0
DbLUpPT61ykLTakknCF9CQ,1.0,6,0,3.5,74,1.0000017314032141,1.0
40sWchjx-4rQ273cb85T7A,1.0,6,0,3.0,258,1.0,1.0
UXmBQNWMD1PBLDC_nbTsSw,1.0,1,0,2.5,3,1.0000000000002895,1.0
O4v-1NYH4-t92X-zXBWynw,3.21,148,36,3.0,9,4.0,4.0
uRHeiP5iEnvnkN8P3gY-8A,3.21,148,36,2.5,38,1.0,1.0
BPDhmOxSC4jk-hi9Va47cw,3.21,148,36,3.0,100,2.0,2.0
QYw2OurOBplkQRCpYExp_w,3.21,148,36,4.0,261,3.999999999999898,4.0
udzzB55YAxWEfVmkcZGYSA,3.21,148,36,3.0,74,4.0,4.0
raUmEc0rdycXSRwXSOB5vg,3.21,148,36,4.0,7,3.0,3.0
cd5K0jPd7Gv29x_h1Hhq3Q,3.21,148,36,4.0,108,2.0,2.0
V6z_U8AA-35-pp7GMPRDBw,3.21,148,36,2.5,19,1.0,1.0
PRj0OFgJjN5ljpeDskP_Tw,3.21,148,36,2.5,2171,2.0,2.0
gWkXKIpYPk0HJGzwZf5bng,3.21,148,36,3.5,82,3.0,3.0
3UI7I5dd8eKrlQiJ09LqLQ,3.21,148,36,4.0,94,3.0,3.0
TYkxJGu6jAhXDA5puuzziQ,3.21,148,36,2.0,7,1.0,1.0
f17tpJXCwTE0M137d9yX6g,3.21,148,36,3.0,759,2.0,2.0
YWcQnNQnBx2BbSZ8H1q5tA,3.21,148,36,3.5,162,4.0,4.0
Iw-bsaG215bJVdmlI4UfRg,3.21,148,36,3.5,31,2.0,2.0
AEVvtA58WlzFMbMvtwjrIg,3.21,148,36,3.0,233,3.0,3.0
o-uJP0YZbD9X8_0IQPpGlA,3.21,148,36,3.5,152,2.0,2.0
JeIDwMKMsIPw6H6Q-B5ocA,3.21,148,36,3.0,20,4.0,4.0
M_4UupfSUoept2sZHa8M0g,3.21,148,36,3.0,12,4.0,4.0
ULrEMquQF4ojNkTZMh6WiA,3.21,148,36,3.5,13,2.0,2.0
nXFan6mWQmMy4I2WOUTYgw,3.21,148,36,2.0,5,1.0,1.0
4mYUDAHM-z_uf37NHryQPw,3.21,148,36,3.0,288,5.0,5.0
DdrJIdkMm9jOSNzUGIHJTg,3.21,148,36,3.5,119,4.0,4.0
cxZaVX0Jf3SWJqUDWnca5Q,3.21,148,36,4.5,18,4.0,4.0
qjRyKiV9DqjVILe4-KZhsQ,3.21,148,36,2.5,15,5.0,5.0
QgSf2JvYz-M4PU2yuJjxNQ,3.21,148,36,3.0,57,1.0,1.0
gN6GARS_BRr5UX2D3WAH0w,3.21,148,36,4.0,1549,5.0,5.0
ajQqbeiuBt3R8eTwl6rcBA,3.21,148,36,3.5,25,4.0,4.0
41bCWLhtGU3I0qHVHEtW6Q,3.21,148,36,2.0,8,1.0,1.0
YLGx6D1zdJdwItx3mKf9lA,3.21,148,36,2.0,5,2.0,2.0
w49b3pqthy3YyB7AUqXsRQ,3.21,148,36,4.0,54,4.0,4.0
-FV47bShEgvxQCoh9Qrxvw,3.21,148,36,3.5,112,4.0,4.0
OxCinkDSTkiliTqcarxmXg,3.21,148,36,3.0,19,2.0,2.0
0fYQ8H4XnrUNhbsZiR_Dgw,3.21,148,36,4.0,9,3.0,3.0
xo2IEi9QTz-csuKKKkAbjQ,3.21,148,36,3.5,62,3.0,3.0
bTThiQrwLzf0eghkBP2AXw,3.21,148,36,4.0,223,5.0,5.0
iJ5iOBh7bMKMtF9j-6G7_w,3.21,148,36,3.5,97,4.0,4.0
iX6GLmUf6W81zGaiZ6mTDA,3.21,148,36,3.5,19,4.000000000000919,4.0
N8V5nx8maSqoK4alQ6S4fw,3.21,148,36,3.0,154,3.0,3.0
hjzPl3GkvgMSpetXdHvYGw,3.21,148,36,4.0,9,1.0,1.0
iPqFD9u2K2KRK99tcruL_A,3.21,148,36,4.5,14,4.0,4.0
GPzhg9P5VbWiPOG66SCRnw,3.21,148,36,4.5,86,4.0,4.0
u_8gv0SYGejGklZVzibw7A,3.21,148,36,3.5,49,3.0,3.0
X9x-P4ocsbC9UkuER4HqUw,3.21,148,36,2.5,108,3.0,3.0
1o4W4SenbHBwjY5Nv03Epg,3.21,148,36,4.0,28,4.0,4.0
vCRETL4wQb-fOd-0RBZUkA,3.21,148,36,3.0,58,4.0,4.0
rx0mPXwEkDZcktKgUTD7fw,3.21,148,36,3.5,17,1.0,1.0
EjBDzwuLHylh4skId6YvuQ,3.21,148,36,2.5,10,2.0,2.0
7hTtvuR6fXf7cgFtHBAVCg,3.21,148,36,4.0,443,4.0,4.0
IO4emkaAFZX9R5PNY06h0Q,3.21,148,36,4.5,201,5.0,5.0
NNgDTI4toB8ikaYHoZvBaA,3.21,148,36,4.5,157,4.0,4.0
t4oXDPN4S4USIhBGpuSD8A,3.21,148,36,2.5,94,2.0,2.0
UY07ayU--LHFCrkmPaFD5Q,3.21,148,36,3.0,43,4.0,4.0
6VWCmLOtkVS68WfL5BnMxg,3.21,148,36,2.5,9,4.0,4.0
S0zj-QZbrbPmfBxpNCUaqA,3.21,148,36,3.5,19,3.0,3.0
Nr4t4NobdlKx9HLMlcts5A,3.21,148,36,3.5,18,4.0,4.0
f7hYSPdl7yD0qhQTWdp7tg,3.21,148,36,4.0,511,3.0,3.0
UT22FHlgZzznMy9Fmx5baQ,3.21,148,36,2.0,16,2.0,2.0
Bgxea63eCBYMgCwkTvn1UA,3.21,148,36,4.5,168,3.0,3.0
25UFzvuuSwWhNS7dYPLY-A,3.21,148,36,3.5,120,4.0,4.0
-BydgOKSG3VKtGgxltlmCQ,3.21,148,36,3.0,6,2.0,2.0
bai7yBbtsPoJAVUDHZggIA,3.21,148,36,3.5,3,2.0,2.0
vCkXXMwUsGa1rJdjfm0QrA,3.21,148,36,4.5,21,4.0,4.0
-ZvE0XgalcwzaHU92NguQw,3.21,148,36,4.0,26,3.0,3.0
Zsij8VGkBt486mAie9cffw,3.21,148,36,2.0,5,2.0,2.0
Cra_3aIg82PVNYViqNKKPQ,3.21,148,36,4.0,38,3.0,3.0
jo_MN9uflkprjNAiCyD33A,3.21,148,36,3.0,206,2.0,2.0
FEPD3vy-eWJb5Q9gtkktuw,3.21,148,36,3.0,123,3.0,3.0
h0Y6Bi3otGLbKf-PSexyzw,3.21,148,36,3.0,4,4.0,4.0
QeD-3ydihjr4GKjSXq9lyw,3.21,148,36,2.0,22,2.0,2.0
TaZPNqRUwK47VDE17h2I3g,3.21,148,36,3.5,240,5.0,5.0
skYDUMR34u_K-dLG402DyA,3.21,148,36,3.5,273,3.0,3.0
JgJkBLsLBT0oFJh9ffM16A,3.21,148,36,3.5,16,4.0,4.0
MAxkkTNwUpnjoZ4wiWGwAg,3.21,148,36,3.5,28,2.0,2.0
VuN5MT-_Joud-2NnzY6cSg,3.21,148,36,3.0,49,1.0,1.0
tOJaZ3GOvNs2iD0VXDps5A,3.21,148,36,3.5,9,4.0,4.0
QXJN5zn3HmnW7mGKXgeQ0Q,3.21,148,36,2.5,29,4.0,4.0
gNrSI1t_t1mfCheWcls5mQ,3.21,148,36,4.5,33,5.0,5.0
OBu76cKovAFfaaRxKQpDDQ,3.21,148,36,3.0,100,4.0,4.0
13bbzJNpepRjlBrYdEd4Ig,3.21,148,36,4.0,121,4.0,4.0
isGkB9diabUw4YUuTs-wNg,4.5,9,2,4.5,79,4.999999999768149,5.0
cHHW5c_HI4fN0_LzWOO0BQ,5.0,2,1,3.0,23,5.0,5.0
423YyWSUKTfDrgl70p585w,5.0,2,1,5.0,122,5.0,5.0
lDhAa8TLtF4lhGVHL8kYFw,5.0,1,0,4.5,7,5.0,5.0
R9w7GeMX_KZTV23gmI8Zjg,3.63,646,147,3.0,58,3.0,3.0
A8JR77dMCrnymyMhPQE7Qw,3.63,646,147,2.5,145,4.0,4.0
cIHJappRyy0idzVyQ3i3Kw,3.63,646,147,4.0,112,4.0,4.0
6Gd8tlhutYDMifKEzCvHyw,3.63,646,147,3.0,15,2.0,2.0
cmkmbCKmQOMkl3BEov6K3g,3.63,646,147,3.5,2687,4.0,4.0
oncT7W70CFwzzJkQoz3T5Q,3.63,646,147,3.5,180,4.000000001203349,4.0
9dWoAJGcJHWscv2ZAdzkNg,3.63,646,147,4.0,92,5.0,5.0
ZGlUf9noms8FQ67rmTZSdA,3.63,646,147,3.0,198,4.0,4.0
h4wquP4YxCYcX_NMvgM9QA,3.63,646,147,4.5,291,3.0,3.0
3YpTbDtxrFy4agErrKRe3Q,3.63,646,147,3.0,101,4.0,4.0
pcszB9oTZE2DNylbbXIZAg,3.63,646,147,2.5,56,3.0,3.0
ZDMj4LnkO26QtM-CDtV94w,3.63,646,147,5.0,22,5.0,5.0
8yfmu2iAagShVXJUGVTELw,3.63,646,147,4.5,44,4.0,4.0
uIhK5rQ5FoUqIV2z_9TyWA,3.63,646,147,4.0,1068,2.0,2.0
bcHKbijnCQfOQfMEqs3h1g,3.63,646,147,2.5,35,2.0,2.0
HaIBF7a1HjFT-gOIlmSIdQ,3.63,646,147,4.5,21,5.0,5.0
lFmz61DNRzBPnrwH_cF42g,3.63,646,147,4.0,36,4.0,4.0
qOkKKBgIvpg3xzxJitCoCQ,3.63,646,147,3.0,681,1.0,1.0
zfHtu9CnaOwa2FqM07YWDA,3.63,646,147,3.5,35,4.0,4.0
LqPXuVhJvpBsm2rKO9Z--Q,3.63,646,147,4.0,13,3.9950306471587207,4.0
5wQVO4Of5LaDP68VgOfuOw,3.63,646,147,2.5,281,3.0000000001065312,3.0
omeEOyfOU4uozM3cSgn0IA,3.63,646,147,4.5,149,5.0,5.0
jxBjqa11fSscuydRriDgWA,3.63,646,147,2.5,13,3.0,3.0
9FBJodq4YITKLSGwYHDl1Q,3.63,646,147,4.5,40,5.0,5.0
BtusuryKgaJ5ljO1JWiS9g,3.63,646,147,3.5,322,3.0,3.0
R6npQB7CRzgE9-vLDSF1Tw,3.63,646,147,4.0,30,4.0,4.0
wV1CusPl46bXkE8xX39jgA,3.63,646,147,4.0,72,1.0,1.0
iB6s0FDFKRXq3s9fgQDkVg,3.63,646,147,5.0,6,5.0,5.0
JsGASokYzaRrp_yfefxSRQ,3.63,646,147,2.0,34,2.0,2.0
R8GWjIwDjl7s4I-V7kLFAA,3.63,646,147,2.5,34,2.0,2.0
bavzXgsoYR4lwVVX3LkvMg,3.63,646,147,4.5,720,5.0,5.0
8oFUMhJ7fR2-X3We9TiK7g,3.63,646,147,3.0,55,3.9999999954622956,4.0
2VYQkcF03uZLTO7yzvnxZg,3.63,646,147,4.5,14,5.0,5.0
JQUA0chmehC-2oe26uh_LA,3.63,646,147,3.5,49,2.0,2.0
fHXRVWJv8jgR-HZQfsoFhA,3.63,646,147,4.0,125,4.0,4.0
YfcyLNPWXL9ihdnLIsX_Yg,3.63,646,147,4.0,1089,4.0,4.0
iLSq7R0OO6FueTH5O-toOQ,3.63,646,147,3.0,120,4.0,4.0
yFJyLPHoeeHmxnLB9rDpEg,3.63,646,147,3.0,119,3.0,3.0
GENDu-CmWt_ziH2DO-EVtA,3.63,646,147,4.5,12,4.0,4.0
yLxftXAm7dOCnXkzDVcUHw,3.63,646,147,3.0,111,4.0,4.0
ATS7p5iNOTeMj4WcjrwEgQ,3.63,646,147,3.5,10,3.0,3.0
uq10AWEbS_kgej1FiS_iLw,3.63,646,147,3.5,113,4.603131708273855,5.0
BU4KiBXGvrudZ_Dbx0lT_g,3.63,646,147,2.0,1288,3.0,3.0
xryg94pDLOO71veGcQINuQ,3.63,646,147,3.0,31,1.0000852675983363,1.0
0Q15X1g8ErIug1HAkfx2Yg,3.63,646,147,4.5,72,5.0,5.0
9v1t9-LIoUf2M6nAsJKzqg,3.63,646,147,3.5,67,3.9999999937388053,4.0
izzYICg1JYsdg7t9W6FQcw,3.63,646,147,4.5,365,3.0,3.0
Puq97bvhD6lVZkQw1yxv_w,3.63,646,147,3.5,438,2.0,2.0
adNS6X4TnaxuFFxzoezGzg,3.63,646,147,4.5,676,4.999992454498115,5.0
WqCf_7wUFcXZpdKiD4alZg,3.63,646,147,4.5,175,4.0,4.0
T86zPzadNf8Ryw_aniuooA,3.63,646,147,4.0,5,4.0,4.0
VIAGXpdyrJAwal1dvBJDEQ,3.63,646,147,4.5,27,5.0,5.0
g4FLjg1o1v1Se5xLxoFYUw,3.63,646,147,4.5,49,4.0,4.0
1RkLsflPdbkN-tLDWDR_yQ,3.63,646,147,4.5,79,4.0,4.0
3iQMYQPf854xQ8saNBKDqw,3.63,646,147,4.0,13,4.0,4.0
-iA_J7WA5Sdo1er8pxFA9Q,3.63,646,147,2.5,102,3.9999999999999987,4.0
8ONHAZh48ePawabf1D4WTg,3.63,646,147,3.5,79,4.0,4.0
JyOWXyxpN0PmPAF3OXkfCQ,3.63,646,147,2.5,28,4.000000000000081,4.0
ClB81WvkDJwDnHN6evg84w,3.63,646,147,3.5,59,5.0,5.0
iRtOFRs5Uhyq6amryV8mHg,3.63,646,147,3.0,30,2.0,2.0
-CvMJYsQc2rrkdiGYEaRJw,3.63,646,147,4.0,77,3.0,3.0
07a2plnul5U37VSEgarugA,3.63,646,147,3.5,446,2.0,2.0
AvW9fau7yOsR2RwQyCHg2w,3.63,646,147,2.5,202,3.0,3.0
2Xj5NL2pnGcj2UT0qxY21A,3.63,646,147,4.5,139,4.000000007799305,4.0
jb28Fwfp0VI3lqIkIiEcRw,3.63,646,147,3.5,465,4.0,4.0
B-9SSOmrsWyE4bGvVeYjMA,3.63,646,147,3.5,489,4.0,4.0
w9Sxzph-5lE-r52YS4pS5A,3.63,646,147,4.0,60,5.0,5.0
Nud2yMAJDKbYDTshJoHfiQ,3.63,646,147,2.5,27,4.0,4.0
fcq6e0IKeNAzj_7q-C-C7A,3.63,646,147,3.0,46,4.0000000542166845,4.0
BLhLtOdLtyEPSN2XAouM2Q,3.63,646,147,3.5,158,3.9999999999998037,4.0
fhjxU4hnKRjPZDNgrw9hZw,3.63,646,147,4.5,733,4.0,4.0
QRauS5UUYI2ShS-LQXigBg,3.63,646,147,4.0,10,4.0,4.0
u7ZXiGD5pJjb8e4r7hTHZg,3.63,646,147,3.0,13,3.0,3.0
Rji1cgKJUAycooOL7-AqeA,3.63,646,147,4.5,42,4.000000000000001,4.0
4gSK8DmJtAEuZ8UdRpsC_A,3.63,646,147,2.5,166,2.999999998836446,3.0
HBB5H80QrvJO9yp2K8Cnww,3.63,646,147,2.5,62,3.0000031627107653,3.0
JVJsaod6IAlqsfc-mgClCw,3.63,646,147,4.0,9,4.999999997471511,5.0
D9LnScipvugG-DBMinBNGw,3.63,646,147,3.0,40,2.590760144327491,2.0
dr9fhsNLgzkUJY3oj2QK6g,3.63,646,147,3.5,271,2.0,2.0
yYCWMuHvVOZ1bA_JjNyLpA,3.63,646,147,4.5,293,4.0,4.0
8h8_hkjA76CL0WDwazRqDw,3.63,646,147,2.0,35,2.9996700282991635,3.0
-v1Vv20UfdTIRmgLSTSCpg,3.63,646,147,5.0,93,5.0,5.0
9Witvc3FpoV-jMgxRfpn6A,3.63,646,147,5.0,34,5.0,5.0
tVJ3AFBmc5h0J9Ykk8TfKw,3.63,646,147,4.0,75,3.0,3.0
s7W4T4DRN46kqtIOGykjJA,3.63,646,147,4.0,34,4.000000000000005,4.0
drJ1crfdfmuuie6vxQSUhA,3.63,646,147,4.0,2703,4.999999357341144,5.0
xGYGeu0zSTqLsUlG-_h6kQ,3.63,646,147,4.5,1210,4.000000156193035,4.0
JkKxkzJ1NliDusFZkpCCQQ,3.63,646,147,3.5,38,4.000000000000052,4.0
leD0Rdwkjl0_VTibq6-naQ,3.63,646,147,4.5,212,3.0,3.0
Hyap_YKDQpCQLCINR-0gzw,3.63,646,147,3.5,49,4.0,4.0
XxMgc5nGl5DCgTISx4hVvg,3.63,646,147,4.0,101,4.0,4.0
T_aB1OqoFqXhcMwlxn6dPg,3.63,646,147,2.0,60,3.0,3.0
vD8ZB96uBE4IRzN69vWnnw,3.63,646,147,3.5,5,3.0000000012059997,3.0
1xGq44_fA-SwwFcnm8lpYw,3.63,646,147,3.5,30,3.0,3.0
8zk9wfGWiCxujMcq-4iF9g,3.63,646,147,2.5,166,3.0,3.0
ktxf_QZq3FpM33V2ZT4AGg,3.63,646,147,3.5,220,5.0,5.0
t71eoe2LFNOyauoR6ETX-w,3.63,646,147,4.0,51,5.0,5.0
N8uy6YTlUMwz8B5EXNeQPg,3.63,646,147,5.0,27,4.999999999999996,5.0
iiNYQwMT-3weIS_qTbcUPQ,3.63,646,147,4.5,13,3.0,3.0
611lGupx2U-O7YY5WNIMbw,3.63,646,147,3.0,107,3.0,3.0
WNxkRoqzaOCtJXm_T_EpTw,3.63,646,147,4.5,15,5.0,5.0
hxEwNdXjA82aySK7PQOQZg,3.63,646,147,3.0,303,3.0,3.0
60_EE-BkyKZkSTmvsfC7Iw,3.63,646,147,4.5,52,4.0,4.0
ampQ757A-GGlhrUiJ4uQPg,3.63,646,147,4.0,428,3.0,3.0
7Q2QBPQ_z8Xd8LRLojrfKQ,3.63,646,147,2.0,278,5.0,5.0
jFMY__CsE59z75yPVtsVFQ,3.63,646,147,4.0,19,4.0,4.0
RNLRW8dfpYF2lH75YLPGjQ,3.63,646,147,3.5,26,4.0,4.0
RAoDNUWMqhctczKHWQ69SQ,3.63,646,147,4.0,4,3.999999999999996,4.0
SFjQVy4pREFzU2jCWvAvNg,3.63,646,147,2.5,34,4.00000012342873,4.0
jDvbSCxd1y8Wd2YbyvzpeQ,3.63,646,147,4.5,749,3.0,3.0
wa8pvuUmtt-zWGJpqUwSGw,3.63,646,147,4.0,31,3.0,3.0
FTWMDupA1zCKZJCIOZ6VTg,3.63,646,147,1.0,3,1.0,1.0
TpOCkUe5aUp42b89jWz_sw,3.63,646,147,3.5,25,3.0,3.0
wFbab23q-rm4hDuexe2fYQ,3.63,646,147,3.0,3444,4.0,4.0
uNpJmvEVR20tJqFaeHc-_w,3.63,646,147,3.5,813,3.0,3.0
pYGsm7p8qukZlGlLx4WMcg,3.63,646,147,2.5,27,2.9999999999932707,3.0
1P4QQ8OEiixcvAoV0Rv-yQ,3.63,646,147,4.5,163,5.0,5.0
4KvYXnRg_1ymaTDxJPhtDg,3.63,646,147,2.5,49,1.0,1.0
EM8zGThMXbMX0vGxMMUwrA,3.63,646,147,4.0,381,4.0,4.0
y1w7pV6_eqVhKM_f5gi-IQ,3.63,646,147,4.0,69,2.0,2.0
uPDs-rsp9Hho3ZTKzk1MuQ,3.63,646,147,2.0,64,3.0000000000000333,3.0
BP38bvpVNJlgJdUDMsnWSg,3.63,646,147,3.5,205,4.999999999961879,5.0
XdgHTfBI3VP1Xtp714gHgA,3.63,646,147,4.5,41,4.999999999999935,5.0
WxqXT1REh-Ty4TL8dC1vcg,3.63,646,147,3.0,97,3.0,3.0
JACmr8B0p9EZ1xnDyyZd4A,3.63,646,147,3.5,12,1.0,1.0
LoONINX7OIxy2J_fIOspJA,3.63,646,147,4.5,129,3.0,3.0
fqbifTr1PdIsDjhE5Lf_OA,3.63,646,147,2.5,30,3.004185307552235,3.0
qWEbm-YoFs77hgD3r_ZniQ,3.63,646,147,3.0,723,3.0,3.0
