review_id,user_stars,user_review_count,user_useful,business_stars,business_review_count,unigram,class
y21Fom8a_SdAyC6I0v554w,3.62,359,79,3.0,34,2.0000027691170854,2.0
_ku1sDwkmQo2wIgWAaluZw,3.62,359,79,4.0,511,4.079183827980326,5.0
Enuk_DJbK0JPmgbFU8ePKw,3.62,359,79,4.0,973,2.999869089805707,3.0
iYlepMJ6j4whB8gxiZm6mw,3.62,359,79,4.0,32,3.9999024152021514,4.0
reeZj98t_X1DrZgQgFs9Kg,3.62,359,79,4.0,36,3.997505136303071,4.0
z9e32TaBomM5uY7fHYqYKg,3.62,359,79,2.5,53,1.0110281873777405,1.0
rQgIiq1FJR8NwBJuWlUn7Q,3.62,359,79,4.0,162,2.1078482151048648,4.0
7GsVl-wMaSfG1VoEK6-s6g,3.62,359,79,4.5,5,3.696541618095721,4.0
zEDdYhDYYfvd8bSQqpc_ww,3.62,359,79,4.0,70,3.8288245606845335,4.0
b1Volwlw8gt_IGh9PhRQmw,3.62,359,79,3.5,5,2.9089115934535523,5.0
iFL5Iw972vd09fg87ElP9A,3.62,359,79,4.0,53,3.7131767198376,4.0
pREKh8GSMq5UY9CqsnlQUQ,3.62,359,79,4.0,143,3.344635697500267,4.0
DcON7DHHHsvl8fByRl41MQ,3.62,359,79,3.5,44,3.123322351089891,4.0
sny_ekbd4i_1EBx1gwayXw,3.62,359,79,4.0,16,3.9614905132571665,4.0
Tv-_7d1sa-6cPTZ20exTLA,3.62,359,79,4.0,76,2.001265981150152,2.0
uwp2sAXf5shT1ynRWo7sHg,3.62,359,79,3.5,73,3.957982743902083,4.0
gDBVb6Qdg5VAr2L95NEeFw,3.62,359,79,3.5,34,3.8919094745957192,4.0
Ebggx4Zlc4VWReJMG1nT6w,3.62,359,79,2.5,94,0.0,1.0
Q0j8DFqW_zWNa-H1QuuPgg,3.62,359,79,3.0,194,1.0000197857490152,1.0
EKAN4jw3LsE3631feSaA_g,3.62,359,79,4.0,443,3.1152083465055087,4.0
51TLGhFncBnppaBN5vHlcw,3.62,359,79,4.0,297,3.9999519297886716,4.0
zo84NPvoDgm1W9poSCjPQQ,3.62,359,79,3.5,39,3.0751900917842643,4.0
0wsN8ZT101c8LhqwQZJjvw,3.62,359,79,3.5,37,3.9801702327424593,4.0
O4RZMP8IFyJTNfRp0QXEsw,3.62,359,79,4.0,140,3.8880182039340334,4.0
66KqTwiQ1oB9-aTsoEN35Q,3.62,359,79,3.0,56,2.9999991298290145,3.0
jREsaout3cuhKbROVDXUFg,3.62,359,79,3.0,33,3.998424685566361,4.0
3KQ3_xutS5R3mX7HsPWpgw,3.62,359,79,3.5,78,3.0254988006527164,4.0
Ny3gmyxodfnp4JK0Geaovg,3.62,359,79,2.5,154,2.005701482963188,2.0
cafDR6sZnIO02tf03ZXRZw,3.62,359,79,3.0,59,3.0002072952139938,3.0
p659sFGjbL8chCRZPPyFmg,3.62,359,79,3.0,89,3.43401127795863,4.0
6HHuaN9i-MEYRz4sPRcZEw,3.62,359,79,3.5,265,3.8286804965394365,4.0
fBjzlwPU4HM9MOxG8NzVLQ,3.62,359,79,1.5,59,3.1127241396249254,4.0
EY1mL968hGQt5xWgILX7gw,3.62,359,79,3.0,41,1.640822873895388,2.0
hnMUfLEic872azsTt7ghmw,3.62,359,79,3.5,127,3.0003780165370113,4.0
ckUKRR2BV7wg9ehIRiZ6aw,3.62,359,79,3.5,84,2.987190236910888,1.0
8KwvvDYbvwDM5WxAOhHBRA,3.62,359,79,3.0,123,1.9904984375045685,1.0
UmJM6J7KJT0KhGvOZ4n3IQ,3.62,359,79,3.0,101,2.9989163136050268,3.0
-Km-gkgaAJAx37yEHIERDg,3.62,359,79,3.5,50,2.9999370736689324,3.0
yWUdKhjq8QqZe6vai8W69w,3.62,359,79,3.0,82,2.0054894833475685,2.0
cKeZ1e-HRBodUpnz1j8BJA,3.62,359,79,3.5,273,3.0043931140426956,5.0
mIUjvArg1mXlEZTKbqF0zg,3.62,359,79,4.0,178,3.9800784412978105,4.0
zbU2q635UH8tk2Cboo7Xlw,3.62,359,79,4.0,92,3.263869792211165,4.0
Y8vA-J6yGkr5-nE95tbjGA,3.62,359,79,2.5,85,2.9999978779670387,3.0
S5BSUs-iDrwn6o5968LmEg,3.62,359,79,3.5,35,2.9988351069228547,3.0
JCna3sfrjqtnsG7l-pSs-A,3.62,359,79,4.0,63,3.000000203303545,3.0
SlXVmKGv10icLuSrqeuqgQ,3.62,359,79,4.5,57,3.9957780865408945,4.0
1XEm85LhDeiUHdG0R_rXSQ,3.62,359,79,4.0,8,3.3693650927605443,4.0
kZPaUjcmUin_G8NvV8Pk9g,3.62,359,79,3.5,6,1.030617339758466,1.0
WkIJj-pH7JoyxHmh2_JRcQ,3.62,359,79,4.0,82,3.950294279285899,4.0
1oPgWJHJiKZShjdJxZHylA,3.62,359,79,2.5,104,1.9999660993962485,2.0
8aIpsx2-l__KLKo7Ljs8pQ,3.62,359,79,3.5,122,2.9999990452654974,3.0
KUpwkKb7sue22o__HLilow,3.62,359,79,4.0,188,3.652010260916768,4.0
p9q6dgpCH05Avd4CKmumEA,3.62,359,79,3.5,67,2.9855707105683456,3.0
FJ9jp3rPcCS4tkZvoT5dvQ,3.62,359,79,3.0,7,2.9494491299138086,3.0
-Vu9tjKD7HnsaJ-yJ53ERw,3.62,359,79,3.5,100,3.9710683564536837,4.0
u6VLigczpFn3fABwCgpR4g,3.62,359,79,2.0,11,1.000000324908006,1.0
7jBHwFoSYS17myOGbKJH-A,3.62,359,79,4.0,134,3.8526151426537902,4.0
IkZgPqgwKSuQFAf4s0Z21g,3.62,359,79,3.0,58,3.598605820334542,4.0
NVs7mYKjNr-GfH-uHtZ23g,3.62,359,79,4.0,68,3.426638150722645,4.0
yUTiGBWhDaXUN0FRlQ9VUg,3.62,359,79,4.0,322,3.5655873248842007,4.0
hkyyWaX-EMiIkvyu1zOBlA,5.0,1,9,5.0,4,4.917535330019656,5.0
JN0tmjiksWfr4i2NIFuPXw,1.8,2,1,3.0,225,1.0,1.0
KJZH2KCdX4PcsbY9k8wuyQ,4.54,47,0,4.5,105,1.0036140356111345,4.0
JX-fBn2d8sAN-wwUSe9elA,4.54,47,0,3.0,12,3.248175877153318,4.0
DIqlihd_XYHbTa-rF1jbqQ,4.54,47,0,4.5,5,3.9764370432784095,4.0
bifEpGC-8TE19JPZwn-Rpw,4.54,47,0,4.5,28,4.015579129787626,5.0
nsThIz_-TuvgoFh0o9XJfQ,4.54,47,0,4.0,191,3.292050561131728,5.0
BF0ANB54sc_f-3_howQBCg,1.0,6,0,3.5,103,2.002834848798226,1.0
DbLUpPT61ykLTakknCF9CQ,1.0,6,0,3.5,74,1.0607996161981637,1.0
40sWchjx-4rQ273cb85T7A,1.0,6,0,3.0,258,1.0000000000000004,1.0
UXmBQNWMD1PBLDC_nbTsSw,1.0,1,0,2.5,3,1.0507429717620076,1.0
O4v-1NYH4-t92X-zXBWynw,3.21,148,36,3.0,9,1.9911301093945117,4.0
uRHeiP5iEnvnkN8P3gY-8A,3.21,148,36,2.5,38,1.0000000190840794,1.0
BPDhmOxSC4jk-hi9Va47cw,3.21,148,36,3.0,100,2.00000000000001,2.0
QYw2OurOBplkQRCpYExp_w,3.21,148,36,4.0,261,3.515209899985542,4.0
udzzB55YAxWEfVmkcZGYSA,3.21,148,36,3.0,74,3.0548872993904777,4.0
raUmEc0rdycXSRwXSOB5vg,3.21,148,36,4.0,7,1.0530134824148334,3.0
cd5K0jPd7Gv29x_h1Hhq3Q,3.21,148,36,4.0,108,2.0001072406246947,2.0
V6z_U8AA-35-pp7GMPRDBw,3.21,148,36,2.5,19,0.0,1.0
PRj0OFgJjN5ljpeDskP_Tw,3.21,148,36,2.5,2171,0.0,2.0
gWkXKIpYPk0HJGzwZf5bng,3.21,148,36,3.5,82,2.9999999999996465,3.0
3UI7I5dd8eKrlQiJ09LqLQ,3.21,148,36,4.0,94,2.9999999999999996,3.0
TYkxJGu6jAhXDA5puuzziQ,3.21,148,36,2.0,7,1.0,1.0
f17tpJXCwTE0M137d9yX6g,3.21,148,36,3.0,759,2.0000000305008654,2.0
YWcQnNQnBx2BbSZ8H1q5tA,3.21,148,36,3.5,162,0.0,4.0
Iw-bsaG215bJVdmlI4UfRg,3.21,148,36,3.5,31,2.0,2.0
AEVvtA58WlzFMbMvtwjrIg,3.21,148,36,3.0,233,1.9893310618670705,3.0
o-uJP0YZbD9X8_0IQPpGlA,3.21,148,36,3.5,152,1.99999999999583,2.0
JeIDwMKMsIPw6H6Q-B5ocA,3.21,148,36,3.0,20,1.0000090864496516,4.0
M_4UupfSUoept2sZHa8M0g,3.21,148,36,3.0,12,3.9638877956451655,4.0
ULrEMquQF4ojNkTZMh6WiA,3.21,148,36,3.5,13,1.9999999997493108,2.0
nXFan6mWQmMy4I2WOUTYgw,3.21,148,36,2.0,5,1.000000022679596,1.0
4mYUDAHM-z_uf37NHryQPw,3.21,148,36,3.0,288,0.0,5.0
DdrJIdkMm9jOSNzUGIHJTg,3.21,148,36,3.5,119,3.030225736229743,4.0
cxZaVX0Jf3SWJqUDWnca5Q,3.21,148,36,4.5,18,3.9789457617924633,4.0
qjRyKiV9DqjVILe4-KZhsQ,3.21,148,36,2.5,15,0.0,5.0
QgSf2JvYz-M4PU2yuJjxNQ,3.21,148,36,3.0,57,1.999991268094798,1.0
gN6GARS_BRr5UX2D3WAH0w,3.21,148,36,4.0,1549,2.7960452505986897,5.0
ajQqbeiuBt3R8eTwl6rcBA,3.21,148,36,3.5,25,2.021987053831282,4.0
41bCWLhtGU3I0qHVHEtW6Q,3.21,148,36,2.0,8,1.0,1.0
YLGx6D1zdJdwItx3mKf9lA,3.21,148,36,2.0,5,0.0,2.0
w49b3pqthy3YyB7AUqXsRQ,3.21,148,36,4.0,54,2.090172492829695,4.0
-FV47bShEgvxQCoh9Qrxvw,3.21,148,36,3.5,112,2.96176714201882,4.0
OxCinkDSTkiliTqcarxmXg,3.21,148,36,3.0,19,2.0000000169888077,2.0
0fYQ8H4XnrUNhbsZiR_Dgw,3.21,148,36,4.0,9,3.0000000007464784,3.0
xo2IEi9QTz-csuKKKkAbjQ,3.21,148,36,3.5,62,2.999999983687792,3.0
bTThiQrwLzf0eghkBP2AXw,3.21,148,36,4.0,223,0.0,5.0
iJ5iOBh7bMKMtF9j-6G7_w,3.21,148,36,3.5,97,3.000000000007894,4.0
iX6GLmUf6W81zGaiZ6mTDA,3.21,148,36,3.5,19,3.0379778815465817,4.0
N8V5nx8maSqoK4alQ6S4fw,3.21,148,36,3.0,154,0.0,3.0
hjzPl3GkvgMSpetXdHvYGw,3.21,148,36,4.0,9,0.0,1.0
iPqFD9u2K2KRK99tcruL_A,3.21,148,36,4.5,14,2.899112990666861,4.0
GPzhg9P5VbWiPOG66SCRnw,3.21,148,36,4.5,86,3.434686870389659,4.0
u_8gv0SYGejGklZVzibw7A,3.21,148,36,3.5,49,0.0,3.0
X9x-P4ocsbC9UkuER4HqUw,3.21,148,36,2.5,108,2.999999991014372,3.0
1o4W4SenbHBwjY5Nv03Epg,3.21,148,36,4.0,28,2.27918485789289,4.0
vCRETL4wQb-fOd-0RBZUkA,3.21,148,36,3.0,58,3.000000420067575,4.0
rx0mPXwEkDZcktKgUTD7fw,3.21,148,36,3.5,17,1.0000000007565109,1.0
EjBDzwuLHylh4skId6YvuQ,3.21,148,36,2.5,10,2.002227433448174,2.0
7hTtvuR6fXf7cgFtHBAVCg,3.21,148,36,4.0,443,0.0,4.0
IO4emkaAFZX9R5PNY06h0Q,3.21,148,36,4.5,201,2.0531608712471687,5.0
NNgDTI4toB8ikaYHoZvBaA,3.21,148,36,4.5,157,0.0,4.0
t4oXDPN4S4USIhBGpuSD8A,3.21,148,36,2.5,94,2.0000000000007327,2.0
UY07ayU--LHFCrkmPaFD5Q,3.21,148,36,3.0,43,2.9875435685384684,4.0
6VWCmLOtkVS68WfL5BnMxg,3.21,148,36,2.5,9,2.6490228016176203,4.0
S0zj-QZbrbPmfBxpNCUaqA,3.21,148,36,3.5,19,2.970415935245849,3.0
Nr4t4NobdlKx9HLMlcts5A,3.21,148,36,3.5,18,2.7461254570853564,4.0
f7hYSPdl7yD0qhQTWdp7tg,3.21,148,36,4.0,511,2.996134666877326,3.0
UT22FHlgZzznMy9Fmx5baQ,3.21,148,36,2.0,16,1.9999999999805576,2.0
Bgxea63eCBYMgCwkTvn1UA,3.21,148,36,4.5,168,3.0000006190761415,3.0
25UFzvuuSwWhNS7dYPLY-A,3.21,148,36,3.5,120,2.0306569469025293,4.0
-BydgOKSG3VKtGgxltlmCQ,3.21,148,36,3.0,6,2.0000000218242038,2.0
bai7yBbtsPoJAVUDHZggIA,3.21,148,36,3.5,3,1.9999999999999962,2.0
vCkXXMwUsGa1rJdjfm0QrA,3.21,148,36,4.5,21,2.0157217208682816,4.0
-ZvE0XgalcwzaHU92NguQw,3.21,148,36,4.0,26,2.9985579606968122,3.0
Zsij8VGkBt486mAie9cffw,3.21,148,36,2.0,5,1.999999959680848,2.0
Cra_3aIg82PVNYViqNKKPQ,3.21,148,36,4.0,38,2.393193899313406,3.0
jo_MN9uflkprjNAiCyD33A,3.21,148,36,3.0,206,2.0,2.0
FEPD3vy-eWJb5Q9gtkktuw,3.21,148,36,3.0,123,2.9999969123071977,3.0
h0Y6Bi3otGLbKf-PSexyzw,3.21,148,36,3.0,4,2.1396966016821968,4.0
QeD-3ydihjr4GKjSXq9lyw,3.21,148,36,2.0,22,2.000001883926167,2.0
TaZPNqRUwK47VDE17h2I3g,3.21,148,36,3.5,240,3.9364974247405082,5.0
skYDUMR34u_K-dLG402DyA,3.21,148,36,3.5,273,2.9997718888488336,3.0
JgJkBLsLBT0oFJh9ffM16A,3.21,148,36,3.5,16,2.6874987846323113,4.0
MAxkkTNwUpnjoZ4wiWGwAg,3.21,148,36,3.5,28,0.0,2.0
VuN5MT-_Joud-2NnzY6cSg,3.21,148,36,3.0,49,0.0,1.0
tOJaZ3GOvNs2iD0VXDps5A,3.21,148,36,3.5,9,1.0001647358804544,4.0
QXJN5zn3HmnW7mGKXgeQ0Q,3.21,148,36,2.5,29,2.305078924621609,4.0
gNrSI1t_t1mfCheWcls5mQ,3.21,148,36,4.5,33,3.0000844887309657,5.0
OBu76cKovAFfaaRxKQpDDQ,3.21,148,36,3.0,100,3.9632558775731024,4.0
13bbzJNpepRjlBrYdEd4Ig,3.21,148,36,4.0,121,0.0,4.0
isGkB9diabUw4YUuTs-wNg,4.5,9,2,4.5,79,4.0601247110050585,5.0
cHHW5c_HI4fN0_LzWOO0BQ,5.0,2,1,3.0,23,4.99998530498094,5.0
423YyWSUKTfDrgl70p585w,5.0,2,1,5.0,122,1.000000030047143,5.0
lDhAa8TLtF4lhGVHL8kYFw,5.0,1,0,4.5,7,3.994461179565881,5.0
R9w7GeMX_KZTV23gmI8Zjg,3.63,646,147,3.0,58,2.9813185634192543,3.0
A8JR77dMCrnymyMhPQE7Qw,3.63,646,147,2.5,145,3.629136632833207,4.0
cIHJappRyy0idzVyQ3i3Kw,3.63,646,147,4.0,112,2.337427091279943,4.0
6Gd8tlhutYDMifKEzCvHyw,3.63,646,147,3.0,15,2.0000226593060315,2.0
cmkmbCKmQOMkl3BEov6K3g,3.63,646,147,3.5,2687,3.505569880088164,4.0
oncT7W70CFwzzJkQoz3T5Q,3.63,646,147,3.5,180,2.743488251544975,4.0
9dWoAJGcJHWscv2ZAdzkNg,3.63,646,147,4.0,92,3.000170497079468,5.0
ZGlUf9noms8FQ67rmTZSdA,3.63,646,147,3.0,198,2.0150843762408766,4.0
h4wquP4YxCYcX_NMvgM9QA,3.63,646,147,4.5,291,2.998146814909791,3.0
3YpTbDtxrFy4agErrKRe3Q,3.63,646,147,3.0,101,2.0949769427641045,4.0
pcszB9oTZE2DNylbbXIZAg,3.63,646,147,2.5,56,2.9033538389861833,3.0
ZDMj4LnkO26QtM-CDtV94w,3.63,646,147,5.0,22,4.003127882910643,5.0
8yfmu2iAagShVXJUGVTELw,3.63,646,147,4.5,44,3.7703417051033745,4.0
uIhK5rQ5FoUqIV2z_9TyWA,3.63,646,147,4.0,1068,2.0000000000299196,2.0
bcHKbijnCQfOQfMEqs3h1g,3.63,646,147,2.5,35,2.0000025475095797,2.0
HaIBF7a1HjFT-gOIlmSIdQ,3.63,646,147,4.5,21,3.8175636634236336,5.0
lFmz61DNRzBPnrwH_cF42g,3.63,646,147,4.0,36,1.0652130763338454,4.0
qOkKKBgIvpg3xzxJitCoCQ,3.63,646,147,3.0,681,1.000000000000327,1.0
zfHtu9CnaOwa2FqM07YWDA,3.63,646,147,3.5,35,2.4567492154962673,4.0
LqPXuVhJvpBsm2rKO9Z--Q,3.63,646,147,4.0,13,2.9310570093623394,4.0
5wQVO4Of5LaDP68VgOfuOw,3.63,646,147,2.5,281,2.7774812912679163,3.0
omeEOyfOU4uozM3cSgn0IA,3.63,646,147,4.5,149,2.005033819549363,5.0
jxBjqa11fSscuydRriDgWA,3.63,646,147,2.5,13,2.99999664556156,3.0
9FBJodq4YITKLSGwYHDl1Q,3.63,646,147,4.5,40,3.127091270802638,5.0
BtusuryKgaJ5ljO1JWiS9g,3.63,646,147,3.5,322,2.999999484480391,3.0
R6npQB7CRzgE9-vLDSF1Tw,3.63,646,147,4.0,30,2.341976622351697,4.0
wV1CusPl46bXkE8xX39jgA,3.63,646,147,4.0,72,1.0000014200457903,1.0
iB6s0FDFKRXq3s9fgQDkVg,3.63,646,147,5.0,6,3.27138641385668,5.0
JsGASokYzaRrp_yfefxSRQ,3.63,646,147,2.0,34,2.0000191697336276,2.0
R8GWjIwDjl7s4I-V7kLFAA,3.63,646,147,2.5,34,2.0004913023851936,2.0
bavzXgsoYR4lwVVX3LkvMg,3.63,646,147,4.5,720,3.8221980498750243,5.0
8oFUMhJ7fR2-X3We9TiK7g,3.63,646,147,3.0,55,3.026961881323132,4.0
2VYQkcF03uZLTO7yzvnxZg,3.63,646,147,4.5,14,4.813925881238728,5.0
JQUA0chmehC-2oe26uh_LA,3.63,646,147,3.5,49,1.999999998844267,2.0
fHXRVWJv8jgR-HZQfsoFhA,3.63,646,147,4.0,125,2.9780532650486453,4.0
YfcyLNPWXL9ihdnLIsX_Yg,3.63,646,147,4.0,1089,2.0012422267587446,4.0
iLSq7R0OO6FueTH5O-toOQ,3.63,646,147,3.0,120,3.0204977942582656,4.0
yFJyLPHoeeHmxnLB9rDpEg,3.63,646,147,3.0,119,2.9931207135155526,3.0
GENDu-CmWt_ziH2DO-EVtA,3.63,646,147,4.5,12,3.6863841191093276,4.0
yLxftXAm7dOCnXkzDVcUHw,3.63,646,147,3.0,111,2.9635258327368916,4.0
ATS7p5iNOTeMj4WcjrwEgQ,3.63,646,147,3.5,10,1.0017265593674605,3.0
uq10AWEbS_kgej1FiS_iLw,3.63,646,147,3.5,113,3.371467723875183,5.0
BU4KiBXGvrudZ_Dbx0lT_g,3.63,646,147,2.0,1288,2.865366945639038,3.0
xryg94pDLOO71veGcQINuQ,3.63,646,147,3.0,31,2.17302671408105,1.0
0Q15X1g8ErIug1HAkfx2Yg,3.63,646,147,4.5,72,3.963984747190767,5.0
9v1t9-LIoUf2M6nAsJKzqg,3.63,646,147,3.5,67,2.9161415803721713,4.0
izzYICg1JYsdg7t9W6FQcw,3.63,646,147,4.5,365,2.9999999996389493,3.0
Puq97bvhD6lVZkQw1yxv_w,3.63,646,147,3.5,438,1.9999999922832095,2.0
adNS6X4TnaxuFFxzoezGzg,3.63,646,147,4.5,676,3.9727310232535413,5.0
WqCf_7wUFcXZpdKiD4alZg,3.63,646,147,4.5,175,1.355713794822083,4.0
T86zPzadNf8Ryw_aniuooA,3.63,646,147,4.0,5,3.993765570145556,4.0
VIAGXpdyrJAwal1dvBJDEQ,3.63,646,147,4.5,27,3.905194884722156,5.0
g4FLjg1o1v1Se5xLxoFYUw,3.63,646,147,4.5,49,3.2541254709431264,4.0
1RkLsflPdbkN-tLDWDR_yQ,3.63,646,147,4.5,79,3.650389291587806,4.0
3iQMYQPf854xQ8saNBKDqw,3.63,646,147,4.0,13,3.9773717155660058,4.0
-iA_J7WA5Sdo1er8pxFA9Q,3.63,646,147,2.5,102,2.046586300699032,4.0
8ONHAZh48ePawabf1D4WTg,3.63,646,147,3.5,79,3.8148750807329446,4.0
JyOWXyxpN0PmPAF3OXkfCQ,3.63,646,147,2.5,28,3.277880743399,4.0
ClB81WvkDJwDnHN6evg84w,3.63,646,147,3.5,59,4.919095437565729,5.0
iRtOFRs5Uhyq6amryV8mHg,3.63,646,147,3.0,30,1.9999999315216996,2.0
-CvMJYsQc2rrkdiGYEaRJw,3.63,646,147,4.0,77,2.99997721592968,3.0
07a2plnul5U37VSEgarugA,3.63,646,147,3.5,446,2.000679567030868,2.0
AvW9fau7yOsR2RwQyCHg2w,3.63,646,147,2.5,202,2.134473191580143,3.0
2Xj5NL2pnGcj2UT0qxY21A,3.63,646,147,4.5,139,2.376333407810018,4.0
jb28Fwfp0VI3lqIkIiEcRw,3.63,646,147,3.5,465,3.9316439344707668,4.0
B-9SSOmrsWyE4bGvVeYjMA,3.63,646,147,3.5,489,3.9783387258052687,4.0
w9Sxzph-5lE-r52YS4pS5A,3.63,646,147,4.0,60,2.052995358794304,5.0
Nud2yMAJDKbYDTshJoHfiQ,3.63,646,147,2.5,27,2.0283367494426154,4.0
fcq6e0IKeNAzj_7q-C-C7A,3.63,646,147,3.0,46,3.2017528141660367,4.0
BLhLtOdLtyEPSN2XAouM2Q,3.63,646,147,3.5,158,3.532089459765066,4.0
fhjxU4hnKRjPZDNgrw9hZw,3.63,646,147,4.5,733,3.943171872422346,4.0
QRauS5UUYI2ShS-LQXigBg,3.63,646,147,4.0,10,3.9884488826181808,4.0
u7ZXiGD5pJjb8e4r7hTHZg,3.63,646,147,3.0,13,3.000014165160915,3.0
Rji1cgKJUAycooOL7-AqeA,3.63,646,147,4.5,42,3.6380045648413235,4.0
4gSK8DmJtAEuZ8UdRpsC_A,3.63,646,147,2.5,166,2.3382670312723253,3.0
HBB5H80QrvJO9yp2K8Cnww,3.63,646,147,2.5,62,2.9584085691328945,3.0
JVJsaod6IAlqsfc-mgClCw,3.63,646,147,4.0,9,3.904089299386421,5.0
D9LnScipvugG-DBMinBNGw,3.63,646,147,3.0,40,2.010140793560028,2.0
dr9fhsNLgzkUJY3oj2QK6g,3.63,646,147,3.5,271,2.000172350104744,2.0
yYCWMuHvVOZ1bA_JjNyLpA,3.63,646,147,4.5,293,3.297512690886795,4.0
8h8_hkjA76CL0WDwazRqDw,3.63,646,147,2.0,35,2.9552181349231743,3.0
-v1Vv20UfdTIRmgLSTSCpg,3.63,646,147,5.0,93,1.0057242041950376,5.0
9Witvc3FpoV-jMgxRfpn6A,3.63,646,147,5.0,34,4.5735647844856295,5.0
tVJ3AFBmc5h0J9Ykk8TfKw,3.63,646,147,4.0,75,2.996890492456816,3.0
s7W4T4DRN46kqtIOGykjJA,3.63,646,147,4.0,34,3.538402740458769,4.0
drJ1crfdfmuuie6vxQSUhA,3.63,646,147,4.0,2703,4.010248671249795,5.0
xGYGeu0zSTqLsUlG-_h6kQ,3.63,646,147,4.5,1210,3.6963406103462915,4.0
JkKxkzJ1NliDusFZkpCCQQ,3.63,646,147,3.5,38,3.1703546539233485,4.0
leD0Rdwkjl0_VTibq6-naQ,3.63,646,147,4.5,212,2.9848548568751614,3.0
Hyap_YKDQpCQLCINR-0gzw,3.63,646,147,3.5,49,3.944077024238263,4.0
XxMgc5nGl5DCgTISx4hVvg,3.63,646,147,4.0,101,1.0029742841927776,4.0
T_aB1OqoFqXhcMwlxn6dPg,3.63,646,147,2.0,60,2.7805937385125508,3.0
vD8ZB96uBE4IRzN69vWnnw,3.63,646,147,3.5,5,2.829947309459704,3.0
1xGq44_fA-SwwFcnm8lpYw,3.63,646,147,3.5,30,2.9817859144974412,3.0
8zk9wfGWiCxujMcq-4iF9g,3.63,646,147,2.5,166,2.995328982025863,3.0
ktxf_QZq3FpM33V2ZT4AGg,3.63,646,147,3.5,220,3.2046419234437176,5.0
t71eoe2LFNOyauoR6ETX-w,3.63,646,147,4.0,51,3.0186561781508443,5.0
N8uy6YTlUMwz8B5EXNeQPg,3.63,646,147,5.0,27,4.895082479973507,5.0
iiNYQwMT-3weIS_qTbcUPQ,3.63,646,147,4.5,13,3.0,3.0
611lGupx2U-O7YY5WNIMbw,3.63,646,147,3.0,107,2.9441836158366925,3.0
WNxkRoqzaOCtJXm_T_EpTw,3.63,646,147,4.5,15,3.056240444280298,5.0
hxEwNdXjA82aySK7PQOQZg,3.63,646,147,3.0,303,2.999959426653416,3.0
60_EE-BkyKZkSTmvsfC7Iw,3.63,646,147,4.5,52,3.9975991356721914,4.0
ampQ757A-GGlhrUiJ4uQPg,3.63,646,147,4.0,428,2.997751744908424,3.0
7Q2QBPQ_z8Xd8LRLojrfKQ,3.63,646,147,2.0,278,2.759862141792958,5.0
